State,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
New Mexico,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),343,450,503,545,586,600,646,638,701,781,746,834,853,863,915,976,995,1017,1033,1106,1165,1212,1217
New Mexico,Gross output of nonprofit institutions (USD/Capita),1420,1594,1696,1785,1870,1934,2049,2125,2324,2476,2480,2645,2760,2848,2959,3103,3156,3269,3468,3727,3870,4079,4260
New Mexico,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1076,1143,1192,1239,1283,1333,1402,1486,1623,1695,1734,1810,1907,1984,2043,2127,2160,2252,2434,2621,2705,2867,3043
New York,Personal income (millions of dollars),567955,600601,635835,684590,709767,708251,718318,751244,782613,844018,909175,928501,912779,950069,1004130,1056671,1069556,1115351,1164400,1205507,1289263,1340903,1395147
New York,Population (persons) 1/,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19399878,19499241,19572932,19624447,19651049,19654666,19633428,19589572,19530351,19453561
New York,Per capita personal income (dollars) 2/,30443,32022,33673,36028,37194,37008,37459,39185,40905,44179,47520,48328,47277,48973,51496,53986,54501,56758,59243,61401,65814,68657,71717
New York,Personal consumption expenditures (USD/Capita),22269,23449,24804,26460,27446,28225,29653,31445,33459,35263,36810,37730,37051,38113,39628,40745,41995,44148,45711,47501,49636,52482,54890
New York,Goods (USD/Capita),7034,7304,7821,8294,8583,8806,9210,9734,10302,10720,11083,11104,10534,10951,11536,11728,12054,12522,12675,12882,13405,14207,14846
New York,Durable goods (USD/Capita),1988,2140,2332,2484,2598,2724,2844,2999,3107,3173,3312,3130,2880,2945,3053,3091,3222,3335,3432,3523,3643,3848,3981
New York,Motor vehicles and parts (USD/Capita),662,713,772,805,856,914,957,977,969,920,944,820,775,826,872,917,957,1008,1056,1081,1127,1173,1173
New York,Furnishings and durable household equipment (USD/Capita),497,534,594,652,683,722,738,806,844,878,924,900,810,821,849,861,889,917,952,983,1025,1079,1142
New York,Recreational goods and vehicles (USD/Capita),541,584,628,666,700,718,753,791,834,866,898,871,782,760,742,709,708,712,722,746,765,828,869
New York,Other durable goods (USD/Capita),287,307,336,360,357,369,394,424,457,507,544,538,511,537,590,602,668,696,702,712,725,766,795
New York,Nondurable goods (USD/Capita),5046,5164,5489,5809,5985,6082,6365,6734,7195,7546,7771,7974,7653,8005,8482,8636,8831,9186,9242,9358,9761,10358,10864
New York,Food and beverages purchased for off-premises consumption (USD/Capita),1483,1490,1568,1623,1696,1736,1797,1884,2044,2120,2199,2284,2297,2378,2478,2561,2629,2724,2784,2829,2926,3069,3206
New York,Clothing and footwear (USD/Capita),1194,1230,1300,1340,1316,1320,1340,1384,1442,1521,1521,1488,1404,1485,1609,1660,1700,1734,1733,1754,1745,1828,1905
New York,Gasoline and other energy goods (USD/Capita),371,318,346,440,424,401,480,559,664,740,797,921,680,774,924,894,887,855,660,567,639,726,700
New York,Other nondurable goods (USD/Capita),1997,2124,2273,2404,2546,2623,2747,2905,3044,3164,3252,3279,3271,3367,3470,3519,3615,3871,4064,4207,4449,4733,5052
New York,Services (USD/Capita),15234,16145,16983,18166,18863,19418,20442,21711,23157,24543,25726,26626,26517,27162,28091,29017,29941,31625,33035,34619,36231,38275,40043
New York,Household consumption expenditures (for services) (USD/Capita),14751,15553,16351,17454,18059,18535,19524,20747,22107,23401,24563,25280,25159,25773,26632,27391,28300,29917,31283,32708,34257,36157,37916
New York,Housing and utilities (USD/Capita),4138,4306,4510,4751,5076,5211,5427,5660,6119,6437,6756,7009,7084,7118,7312,7391,7583,7936,8309,8591,8915,9319,9656
New York,Health care (USD/Capita),3463,3633,3777,3932,4196,4480,4766,5073,5273,5494,5744,5907,6184,6333,6454,6543,6691,6968,7237,7671,8031,8603,9165
New York,Transportation services (USD/Capita),1063,1130,1188,1270,1271,1227,1270,1358,1425,1506,1577,1633,1606,1656,1765,1828,1952,2117,2235,2355,2513,2669,2739
New York,Recreation services (USD/Capita),810,854,937,996,1023,1027,1082,1170,1232,1353,1433,1481,1452,1509,1535,1617,1680,1815,1879,1960,2008,2088,2154
New York,Food services and accommodations (USD/Capita),1230,1285,1383,1511,1493,1530,1629,1764,1897,2051,2193,2293,2246,2372,2530,2662,2738,2942,3106,3273,3510,3709,3874
New York,Financial services and insurance (USD/Capita),1632,1777,1946,2179,2070,2083,2171,2358,2590,2755,2890,2897,2606,2699,2841,2994,3222,3402,3551,3563,3836,4110,4391
New York,Other services (USD/Capita),2412,2564,2608,2811,2927,2973,3175,3362,3567,3802,3967,4056,3978,4084,4193,4352,4431,4734,4963,5293,5440,5656,5935
New York,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),482,592,631,711,804,883,918,963,1050,1142,1163,1345,1357,1388,1458,1626,1641,1708,1751,1911,1974,2117,2127
New York,Gross output of nonprofit institutions (USD/Capita),2360,2461,2553,2721,2948,3181,3379,3650,3900,4150,4375,4647,4817,5008,5176,5464,5582,5840,5970,6382,6687,7158,7487
New York,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1877,1869,1921,2009,2144,2298,2460,2686,2850,3008,3211,3301,3459,3619,3718,3838,3941,4131,4218,4471,4712,5041,5359
North Carolina,Personal income (millions of dollars),185687,198775,208769,222564,228880,232267,241625,261640,281033,306078,329509,350848,338315,341627,355052,379925,376023,397996,419717,434789,455997,479791,500973
North Carolina,Population (persons) 1/,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9574323,9657592,9749476,9843336,9932887,10031646,10154788,10268233,10381615,10488084
North Carolina,Per capita personal income (dollars) 2/,24251,25454,26262,27540,27878,27896,28688,30590,32283,34324,36138,37687,35802,35682,36764,38969,38201,40069,41839,42816,44409,46216,47766
North Carolina,Personal consumption expenditures (USD/Capita),18167,18743,19911,21165,21673,22050,22877,24015,25313,26258,27253,27472,26810,27486,28349,29273,30013,30918,31952,32979,34249,35804,37098
North Carolina,Goods (USD/Capita),7539,7759,8402,8878,8934,8947,9229,9661,10192,10457,10756,10582,9808,10162,10569,11048,11373,11687,11796,11929,12269,12774,13188
North Carolina,Durable goods (USD/Capita),2830,3002,3269,3361,3330,3379,3453,3612,3736,3732,3812,3438,3075,3134,3218,3378,3541,3681,3878,3991,4110,4286,4466
North Carolina,Motor vehicles and parts (USD/Capita),1244,1319,1435,1450,1450,1484,1459,1481,1473,1393,1421,1184,1063,1156,1194,1283,1348,1410,1524,1562,1602,1652,1664
North Carolina,Furnishings and durable household equipment (USD/Capita),689,732,790,832,821,829,835,883,951,966,964,879,759,735,735,756,800,821,859,904,936,973,1006
North Carolina,Recreational goods and vehicles (USD/Capita),594,635,707,723,718,732,802,868,909,939,957,926,821,802,829,864,907,943,960,987,1026,1101,1215
North Carolina,Other durable goods (USD/Capita),302,314,337,355,340,332,356,378,401,432,469,448,431,439,458,473,485,505,534,536,543,559,580
North Carolina,Nondurable goods (USD/Capita),4708,4757,5132,5517,5604,5568,5775,6049,6456,6725,6944,7143,6732,7028,7351,7669,7832,8006,7917,7938,8159,8487,8722
North Carolina,Food and beverages purchased for off-premises consumption (USD/Capita),1790,1804,1914,1988,2015,2012,2026,2072,2189,2222,2340,2422,2361,2381,2391,2561,2625,2697,2746,2755,2818,2896,2981
North Carolina,Clothing and footwear (USD/Capita),862,884,926,952,943,892,900,910,949,963,972,923,881,904,925,941,963,987,1003,1028,1015,1045,1085
North Carolina,Gasoline and other energy goods (USD/Capita),597,523,570,731,695,644,746,874,1036,1156,1186,1320,962,1137,1363,1388,1353,1283,941,837,932,1065,1013
North Carolina,Other nondurable goods (USD/Capita),1457,1545,1720,1845,1950,2018,2101,2192,2280,2383,2444,2477,2527,2604,2670,2778,2889,3037,3226,3317,3392,3480,3642
North Carolina,Services (USD/Capita),10628,10983,11508,12286,12738,13103,13648,14354,15120,15800,16497,16889,17002,17323,17780,18225,18639,19230,20155,21049,21980,23029,23909
North Carolina,Household consumption expenditures (for services) (USD/Capita),10384,10960,11483,12234,12665,13021,13580,14315,15084,15720,16412,16741,16884,17228,17672,18100,18505,19090,20021,20912,21842,22855,23748
North Carolina,Housing and utilities (USD/Capita),2994,3118,3236,3412,3587,3700,3832,3987,4232,4370,4509,4596,4704,4793,4860,4965,5095,5312,5557,5799,5981,6247,6486
North Carolina,Health care (USD/Capita),2655,2744,2850,3043,3311,3505,3712,3996,4181,4341,4475,4602,4827,4909,5061,5259,5306,5373,5600,5871,6226,6527,6814
North Carolina,Transportation services (USD/Capita),464,494,530,565,543,515,524,543,563,577,596,579,541,554,592,604,642,676,723,770,791,832,858
North Carolina,Recreation services (USD/Capita),622,660,702,719,728,729,749,789,828,887,963,1001,1016,1045,1059,1114,1133,1155,1218,1279,1310,1379,1418
North Carolina,Food services and accommodations (USD/Capita),1167,1205,1261,1349,1343,1389,1458,1562,1654,1751,1851,1868,1829,1877,1929,2009,2093,2188,2318,2422,2501,2595,2684
North Carolina,Financial services and insurance (USD/Capita),1213,1337,1461,1627,1546,1538,1589,1681,1797,1853,1949,1956,1843,1893,1938,1922,1976,2039,2167,2221,2374,2484,2612
North Carolina,Other services (USD/Capita),1266,1400,1440,1517,1602,1641,1713,1754,1826,1938,2067,2137,2121,2155,2230,2225,2256,2344,2435,2546,2656,2789,2872
North Carolina,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),244,22,25,51,73,81,68,39,35,80,84,148,117,94,107,124,134,140,134,137,137,173,161
North Carolina,Gross output of nonprofit institutions (USD/Capita),1199,1270,1296,1373,1481,1585,1640,1715,1822,1967,2064,2143,2189,2210,2252,2306,2357,2438,2539,2683,2895,3045,3174
North Carolina,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),954,1247,1271,1321,1408,1503,1572,1676,1786,1886,1979,1994,2072,2116,2144,2181,2223,2298,2404,2545,2757,2871,3013
North Dakota,Personal income (millions of dollars),13771,15105,15328,16663,16963,17347,18863,19234,20381,21361,23686,26555,26361,29344,32882,38859,38860,41526,40540,39104,39812,42291,43614
North Dakota,Population (persons) 1/,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674715,685225,701176,722036,737401,754066,754434,754942,758080,762062
North Dakota,Per capita personal income (dollars) 2/,21196,23327,23793,25955,26544,27184,29529,29834,31546,32893,36283,40384,39643,43492,47987,55421,53821,56314,53762,51832,52736,55788,57232
North Dakota,Personal consumption expenditures (USD/Capita),18600,19472,20459,21734,23127,24457,25668,27207,28823,30435,31931,33498,33757,35703,38782,42326,43872,45508,44918,44194,44929,46819,47901
North Dakota,Goods (USD/Capita),7678,7841,8270,8879,9331,9746,10330,10994,11668,12537,13213,13650,13175,14199,15733,17253,17764,18037,16879,15786,15479,15972,15956
North Dakota,Durable goods (USD/Capita),2971,3057,3194,3368,3598,3840,4001,4200,4313,4526,4786,4547,4612,4969,5429,6078,6213,6365,6383,6134,6055,6248,6313
North Dakota,Motor vehicles and parts (USD/Capita),1323,1275,1335,1375,1507,1552,1558,1572,1550,1495,1589,1541,1623,1850,2047,2278,2352,2406,2380,2242,2243,2315,2300
North Dakota,Furnishings and durable household equipment (USD/Capita),611,651,668,702,730,776,816,875,945,985,1024,983,969,1015,1106,1272,1301,1344,1361,1318,1266,1290,1309
North Dakota,Recreational goods and vehicles (USD/Capita),697,768,810,887,957,1081,1160,1260,1292,1439,1511,1353,1336,1375,1485,1657,1684,1684,1671,1653,1661,1752,1824
North Dakota,Other durable goods (USD/Capita),338,362,379,402,403,429,465,492,525,606,661,668,683,727,790,870,874,929,969,919,883,889,878
North Dakota,Nondurable goods (USD/Capita),4706,4784,5076,5511,5732,5906,6329,6794,7354,8010,8426,9103,8562,9230,10304,11175,11551,11671,10495,9652,9423,9724,9643
North Dakota,Food and beverages purchased for off-premises consumption (USD/Capita),1682,1694,1784,1837,1908,1982,2071,2177,2236,2330,2387,2486,2550,2566,2695,2898,3023,3115,3112,3079,2968,2995,2983
North Dakota,Clothing and footwear (USD/Capita),840,864,856,866,866,877,893,900,936,1014,1040,1083,1040,1111,1191,1319,1326,1387,1372,1340,1246,1248,1239
North Dakota,Gasoline and other energy goods (USD/Capita),855,783,849,1100,1108,1060,1270,1510,1861,2094,2277,2734,2094,2529,3310,3698,3886,3733,2600,1895,1916,2121,1985
North Dakota,Other nondurable goods (USD/Capita),1327,1441,1586,1707,1849,1985,2094,2205,2319,2571,2721,2798,2877,3023,3106,3257,3314,3435,3409,3338,3291,3358,3434
North Dakota,Services (USD/Capita),10922,11630,12187,12854,13795,14710,15337,16212,17155,17897,18718,19848,20582,21503,23049,25072,26107,27471,28039,28407,29450,30846,31945
North Dakota,Household consumption expenditures (for services) (USD/Capita),10394,11014,11487,12083,12911,13748,14353,15219,16195,16897,17797,18788,19411,20269,21737,23634,24637,25966,26457,26698,27634,28951,29983
North Dakota,Housing and utilities (USD/Capita),2499,2616,2764,2942,3150,3221,3351,3511,3753,3929,4117,4252,4240,4328,4562,4957,5140,5256,5607,6091,6479,6878,7233
North Dakota,Health care (USD/Capita),2965,3161,3250,3388,3758,4153,4230,4499,4781,5000,5291,5678,6079,6258,6615,6836,7081,7441,7811,8195,8516,8720,8953
North Dakota,Transportation services (USD/Capita),568,583,610,634,652,640,655,687,730,751,799,860,872,944,1102,1296,1413,1591,1438,1183,1187,1253,1281
North Dakota,Recreation services (USD/Capita),766,784,756,795,874,969,991,1029,1059,1067,1094,1165,1235,1307,1376,1594,1722,1862,1796,1657,1659,1809,1890
North Dakota,Food services and accommodations (USD/Capita),1115,1147,1197,1247,1272,1347,1433,1512,1626,1732,1874,1992,2076,2180,2412,2779,2990,3136,3060,2884,2831,2893,2925
North Dakota,Financial services and insurance (USD/Capita),1061,1193,1320,1504,1523,1676,1838,2084,2257,2354,2468,2617,2593,2803,3070,3334,3459,3693,3841,3881,4043,4281,4440
North Dakota,Other services (USD/Capita),1416,1528,1587,1569,1680,1738,1852,1894,1986,2061,2151,2221,2314,2447,2596,2835,2829,2983,2902,2805,2916,3114,3257
North Dakota,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),527,616,700,771,884,962,984,992,959,1000,920,1059,1170,1234,1311,1438,1470,1505,1581,1708,1815,1894,1962
North Dakota,Gross output of nonprofit institutions (USD/Capita),1737,1850,2028,2183,2397,2602,2620,2691,2710,2753,2718,2944,3193,3397,3572,3766,3817,3923,4168,4434,4654,4820,5187
North Dakota,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1209,1233,1328,1412,1513,1640,1635,1698,1750,1752,1798,1884,2023,2162,2260,2328,2346,2418,2587,2726,2838,2925,3225
Ohio,Personal income (millions of dollars),282809,299234,309198,325803,334533,339645,349608,362916,373440,392156,408493,421412,409648,422046,451011,469260,475776,496069,515871,526177,546006,569184,586784
Ohio,Population (persons) 1/,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11539336,11544663,11548923,11576684,11602700,11617527,11634370,11659650,11676341,11689100
Ohio,Per capita personal income (dollars) 2/,25078,26454,27277,28671,29378,29773,30574,31690,32577,34156,35520,36596,35532,36575,39067,40632,41098,42755,44405,45226,46829,48747,50199
Ohio,Personal consumption expenditures (USD/Capita),19491,20525,21694,23112,24006,24835,25895,26978,28318,29325,30549,31081,30700,31704,33109,34213,34935,36221,37454,38560,40092,41587,42706
Ohio,Goods (USD/Capita),7310,7618,8082,8516,8601,8863,9194,9432,9642,9837,10185,10020,9502,9951,10656,11086,11339,11680,11827,11984,12527,12881,13090
Ohio,Durable goods (USD/Capita),2640,2818,3013,3114,3142,3272,3335,3421,3445,3411,3468,3170,2952,3045,3218,3375,3504,3669,3827,3966,4180,4334,4467
Ohio,Motor vehicles and parts (USD/Capita),1169,1224,1316,1311,1339,1368,1354,1337,1296,1193,1209,1067,1006,1096,1174,1240,1299,1389,1460,1492,1563,1620,1631
Ohio,Furnishings and durable household equipment (USD/Capita),603,641,677,725,722,753,765,801,807,800,792,731,660,664,699,730,741,766,813,853,913,956,996
Ohio,Recreational goods and vehicles (USD/Capita),548,599,639,682,690,739,771,838,886,932,961,885,802,779,805,836,887,923,949,1002,1085,1127,1204
Ohio,Other durable goods (USD/Capita),318,353,380,394,390,411,442,444,455,485,505,485,483,505,540,568,575,590,604,617,617,629,634
Ohio,Nondurable goods (USD/Capita),4669,4799,5068,5402,5458,5591,5858,6010,6196,6425,6717,6849,6550,6905,7437,7711,7835,8010,7999,8017,8347,8546,8622
Ohio,Food and beverages purchased for off-premises consumption (USD/Capita),1727,1746,1764,1841,1920,1972,2052,2073,2115,2143,2236,2352,2359,2410,2538,2646,2706,2809,2906,2961,3110,3170,3215
Ohio,Clothing and footwear (USD/Capita),828,883,911,903,887,873,891,873,879,907,881,849,815,844,864,917,927,945,957,974,973,978,980
Ohio,Gasoline and other energy goods (USD/Capita),513,460,535,668,599,571,665,755,880,963,1125,1171,872,1068,1353,1406,1389,1330,1036,900,994,1092,1041
Ohio,Other nondurable goods (USD/Capita),1600,1709,1856,1987,2051,2173,2248,2308,2321,2411,2473,2475,2503,2582,2680,2740,2812,2925,3098,3181,3268,3303,3385
Ohio,Services (USD/Capita),12181,12907,13611,14596,15404,15971,16701,17545,18675,19487,20363,21061,21198,21753,22452,23126,23596,24540,25627,26576,27564,28706,29616
Ohio,Household consumption expenditures (for services) (USD/Capita),11604,12213,12869,13763,14457,14953,15627,16508,17571,18296,19127,19684,19791,20324,20934,21519,21946,22863,23924,24778,25709,26799,27689
Ohio,Housing and utilities (USD/Capita),3144,3264,3444,3673,3909,4012,4180,4368,4706,4915,5090,5263,5290,5288,5360,5389,5478,5672,5834,5966,6152,6375,6616
Ohio,Health care (USD/Capita),2896,3008,3130,3330,3670,3978,4203,4509,4843,5025,5223,5402,5638,5827,6037,6324,6418,6684,7079,7406,7592,7813,8032
Ohio,Transportation services (USD/Capita),829,877,931,1014,995,961,965,984,1001,1001,1018,1004,950,959,1012,1031,1063,1118,1160,1188,1225,1286,1326
Ohio,Recreation services (USD/Capita),872,913,977,1020,1049,1061,1100,1158,1206,1238,1313,1330,1316,1359,1348,1410,1449,1502,1561,1619,1688,1733,1768
Ohio,Food services and accommodations (USD/Capita),1222,1270,1315,1375,1406,1456,1514,1584,1632,1675,1748,1773,1755,1810,1900,2012,2061,2128,2243,2282,2339,2426,2489
